595	513	961	648	716	604	329
711	118	338	816	93	725	200
633	774	611	932	944	33	391
88	863	606	823	979	894	9
898	493	457	718	996	505	156
212	758	507	941	744	360	487
877	751	641	338	751	902	370
902	720	128	681	915	490	287
436	246	736	130	142	142	595
774	106	854	475	156	76	619
322	215	408	367	625	116	931
665	855	979	556	156	916	713
933	258	362	550	419	81	445
598	147	792	410	343	10	573
653	44	367	301	370	816	991
919	749	210	988	93	773	147
350	841	222	588	407	664	990
588	144	920	801	953	181	754
748	847	519	936	825	806	757
227	325	808	497	935	40	744
931	289	939	128	910	496	103
384	808	457	115	831	844	966
557	532	803	76	390	143	674
475	618	919	432	954	732	461
514	322	703	750	274	583	678
525	372	646	952	471	351	458
280	599	334	71	789	362	647
534	103	954	730	452	774	917
828	157	850	937	540	970	675
827	256	918	739	573	961	444
522	888	84	686	420	616	287
361	381	300	571	793	795	366
496	195	799	254	654	334	59
945	125	163	740	88	412	942
627	577	662	692	883	736	895
501	231	230	223	535	162	509
464	632	673	71	72	925	901
296	573	96	564	918	332	339
185	610	845	201	678	164	175
697	745	466	813	91	431	416
215	117	89	656	688	159	790
799	541	524	440	310	21	882
496	202	91	562	614	152	835
957	48	739	127	162	676	304
552	122	885	358	921	190	155
411	763	241	76	98	578	672
561	609	1000	890	151	889	353
79	580	824	467	966	394	625
967	477	446	996	794	528	292
734	974	288	938	815	749	50
891	307	856	657	502	24	789
635	630	366	666	277	728	529
82	321	248	343	374	446	476
880	666	274	725	434	585	944
698	703	303	579	37	740	414
307	306	73	327	829	622	263
538	426	812	753	204	72	770
490	132	89	250	856	928	59
292	867	793	591	765	472	253
202	294	633	419	321	501	179
315	920	764	711	161	222	871
455	920	96	704	798	67	644
865	823	456	156	528	340	999
156	986	727	686	586	776	883
284	388	211	518	402	443	39
11	95	194	380	233	761	620
625	227	901	126	436	964	859
349	815	56	531	61	618	18
959	51	145	729	936	167	729
194	404	671	351	40	436	483
880	374	111	584	6	16	260
224	520	207	890	262	804	317
592	640	522	383	449	870	343
60	562	461	879	844	137	668
992	171	821	5	484	637	153
595	60	295	721	8	135	89
268	93	447	381	49	66	351
66	686	797	164	52	415	271
963	33	665	278	93	923	634
611	353	335	929	797	440	550
749	476	665	490	258	746	240
198	528	138	497	395	238	330
841	971	22	197	504	757	241
885	721	890	616	419	856	198
83	855	694	841	368	243	958
565	557	338	747	179	762	100
11	203	23	425	495	746	865
749	486	290	882	776	47	626
73	460	778	17	401	92	545
254	550	454	508	958	665	24
291	939	88	423	512	12	75
970	466	906	801	541	635	820
456	218	83	88	268	991	692
248	328	867	455	949	953	938
108	773	321	16	512	559	269
342	378	559	184	684	568	991
698	502	747	647	448	865	268
205	766	104	959	881	440	459
887	164	96	356	35	89	985
838	52	596	550	759	2	930
215	845	110	239	887	979	862
279	661	212	717	832	273	4
726	70	496	606	134	966	171
189	815	930	959	160	249	928
967	754	568	318	983	84	50
582	899	935	622	184	430	984
916	366	413	947	107	203	315
790	367	856	909	135	411	350
649	217	919	769	710	791	902
655	142	434	872	403	908	10
241	217	474	520	29	606	47
614	921	516	460	29	769	719
580	858	636	499	782	759	888
958	557	557	641	401	695	810
593	447	97	878	549	473	190
665	600	203	110	371	807	760
905	469	573	960	951	122	581
251	646	374	748	424	2	320
21	354	973	948	547	821	777
740	211	997	637	442	16	852
116	808	911	480	943	264	740
552	976	846	486	334	2	887
536	580	216	459	847	792	673
141	235	955	784	887	247	822
34	856	443	509	556	185	223
876	292	862	285	504	858	450
881	425	937	820	56	144	11
533	147	256	57	362	852	173
205	694	972	444	698	485	435
873	242	865	618	25	775	18
368	999	44	515	987	137	664
103	530	259	219	569	495	555
352	229	464	553	256	38	936
509	400	351	76	541	920	74
491	3	941	109	349	3	151
765	169	939	59	16	805	136
80	721	466	639	169	178	240
286	260	956	644	703	256	38
629	186	108	720	37	613	404
104	885	145	975	894	241	420
650	457	940	880	29	897	775
996	791	391	294	971	812	157
686	169	225	758	776	549	516
384	31	50	202	292	667	385
432	422	446	275	230	985	32
269	188	524	353	566	164	745
559	211	470	745	911	905	130
345	123	160	353	613	855	736
295	584	726	431	130	415	195
110	931	481	511	763	666	975
763	413	608	463	349	866	872
450	215	675	535	859	976	698
151	380	779	857	363	677	646
454	474	182	883	446	939	385
317	495	499	649	103	174	761
489	993	960	785	758	671	704
442	169	37	565	289	738	648
218	789	916	13	249	365	20
36	564	895	643	491	378	169
696	385	267	692	663	949	729
404	282	978	848	112	305	378
468	411	586	25	804	840	585
717	744	922	230	210	903	243
564	576	411	882	431	795	790
393	667	953	481	13	642	456
874	157	937	658	745	825	990
366	737	55	322	242	352	107
209	927	645	392	723	743	487
646	599	224	405	763	252	864
275	373	586	996	675	115	1
764	362	235	234	549	811	519
289	36	288	479	312	304	527
340	415	116	932	271	655	848
902	708	499	38	246	719	224
473	558	784	495	593	955	264
202	460	9	822	677	478	551
800	871	891	415	35	318	68
53	916	901	685	761	51	570
347	909	615	227	973	241	210
784	955	886	691	24	150	395
502	338	434	678	183	918	778
235	224	293	685	696	340	530
332	239	985	619	133	387	80
200	103	954	737	834	800	759
200	865	487	50	962	690	505
489	687	354	308	180	850	171
14	1	94	331	957	414	850
801	635	817	283	337	188	436
346	46	422	747	200	631	274
367	165	797	912	732	38	502
601	563	699	826	678	749	71
696	539	810	958	710	347	248
531	733	95	425	361	897	3
973	875	194	560	626	452	210
707	508	411	771	905	607	48
774	94	972	79	42	778	880
444	265	103	769	49	142	293
138	359	519	924	984	101	749
542	637	711	406	684	108	923
411	325	750	659	652	96	989
386	71	116	16	729	227	904
868	69	401	628	761	765	578
648	536	216	787	766	570	216
97	973	33	757	186	647	720
421	924	591	269	938	47	789
925	344	528	824	245	548	829
349	851	754	690	669	631	710
257	943	743	691	563	583	204
825	269	778	329	463	851	866
4	262	210	580	560	724	838
623	62	859	448	748	83	64
976	257	119	897	955	765	985
70	169	25	963	621	300	751
764	131	452	726	999	31	754
891	715	981	884	752	845	98
52	522	408	241	831	583	894
576	306	467	965	504	653	890
991	691	197	326	577	485	924
108	451	803	837	306	912	533
182	166	524	292	449	452	747
854	532	222	893	604	942	639
179	940	88	137	775	905	998
68	410	859	825	38	844	12
712	415	462	831	414	102	452
10	236	103	213	325	782	839
108	997	73	165	393	161	100
398	749	361	746	166	501	362
591	565	131	244	793	818	637
973	124	899	711	436	195	312
416	46	186	1000	639	204	939
142	102	581	648	893	778	607
21	120	466	20	341	381	202
798	895	563	599	641	535	138
841	657	217	656	416	492	248
60	200	281	555	538	192	372
998	238	612	549	233	689	490
694	963	109	524	186	406	508
416	779	280	9	188	406	579
845	912	196	927	378	365	378
981	46	228	990	276	961	62
761	537	905	285	643	745	227
199	19	325	540	965	488	430
540	727	816	907	301	391	740
64	577	939	936	817	399	526
428	530	261	648	293	736	134
185	704	923	576	509	744	643
693	571	72	4	939	766	876
174	21	892	5	286	695	309
451	281	67	336	941	24	737
796	283	866	876	17	947	443
961	873	891	119	560	930	642
3	427	401	137	857	101	771
643	246	104	633	495	74	552
582	916	734	920	352	270	55
960	760	567	951	630	7	656
238	211	392	959	535	339	98
263	415	303	124	347	174	296
394	798	924	422	540	841	481
623	359	567	188	708	905	984
916	221	34	281	224	391	938
413	533	491	954	702	469	583
213	339	501	466	927	59	405
159	661	668	365	793	968	266
410	125	572	203	327	968	310
581	845	607	509	219	242	283
607	593	230	326	179	286	302
153	632	622	291	555	208	395
530	225	353	508	497	648	194
365	148	435	792	781	409	113
272	472	817	459	214	952	468
59	22	163	99	339	956	62
510	135	282	573	607	79	434
530	706	990	804	786	512	610
468	667	69	541	876	590	842
535	980	735	208	555	119	310
385	636	499	229	545	216	495
673	431	681	743	406	964	888
608	384	533	61	479	995	812
660	122	817	1	532	341	730
928	43	938	61	811	221	596
756	133	562	537	596	414	18
915	873	884	530	865	304	706
492	358	181	99	906	100	411
218	231	448	930	551	743	82
988	219	549	550	602	944	437
380	909	643	155	592	924	747
391	278	800	505	667	876	146
929	356	339	343	262	464	479
710	623	743	501	90	308	100
361	268	752	247	444	834	809
178	600	188	45	779	214	480
62	309	407	478	516	891	345
259	298	594	493	169	845	256
534	872	911	393	754	913	892
554	77	776	353	160	643	278
400	540	552	744	898	313	168
36	50	798	275	84	794	441
626	609	735	578	736	328	310
663	222	188	150	869	540	467
166	616	273	811	728	869	936
332	256	543	516	90	584	11
418	682	464	846	857	408	474
579	748	796	265	837	966	6
689	329	790	562	592	585	490
920	766	883	768	82	627	632
921	601	423	941	285	165	817
959	354	23	984	570	272	82
566	793	75	584	783	207	195
859	846	236	473	649	243	417
544	461	203	276	185	357	435
799	264	126	8	139	110	845
685	245	376	584	725	501	431
569	254	603	942	405	143	770
370	381	46	376	666	187	402
620	75	674	944	274	287	386
913	214	148	629	302	82	324
724	575	998	741	886	321	777
149	16	939	128	722	167	390
446	161	978	978	937	362	111
538	927	735	131	544	973	860
621	527	875	609	534	152	554
216	191	949	164	861	39	828
336	459	978	67	950	615	202
199	640	82	493	23	994	237
38	967	664	422	776	585	769
102	86	120	248	486	335	967
107	236	401	606	6	242	376
440	509	12	607	667	514	976
244	186	991	868	423	713	605
896	981	65	548	802	368	878
676	335	374	544	279	725	155
856	524	555	371	245	124	59
349	76	556	606	729	27	915
347	143	884	806	563	37	642
200	24	888	106	312	74	934
348	159	104	121	926	99	881
484	264	241	77	801	328	664
677	476	763	854	223	295	192
335	250	174	472	773	64	206
463	798	519	483	220	206	324
761	909	393	159	324	568	186
681	503	288	680	923	291	722
244	73	351	580	887	701	900
596	85	155	976	674	338	414
456	372	368	410	804	649	341
177	678	16	75	966	752	874
336	641	785	283	668	235	847
263	21	892	991	426	854	791
663	733	948	456	335	178	684
477	528	310	408	127	33	221
431	815	227	347	48	449	277
23	643	97	679	764	19	929
293	73	925	819	360	117	413
564	588	343	329	378	564	505
151	770	235	536	601	589	351
56	142	935	861	373	870	695
915	147	166	314	668	595	195
93	843	917	18	127	133	910
514	757	926	949	551	439	131
998	502	111	910	223	313	563
492	243	643	825	582	257	68
639	228	350	367	892	433	80
996	622	866	324	537	673	705
81	482	279	140	560	817	227
585	452	787	830	649	590	458
50	623	482	922	228	674	220
885	956	598	636	393	664	239
759	874	830	241	823	673	288
1	310	538	152	507	454	721
412	56	421	282	49	802	244
114	871	894	353	901	92	343
940	260	278	854	781	835	234
755	795	901	831	66	880	241
662	545	682	663	132	726	699
81	271	605	179	542	120	618
683	998	27	20	191	665	990
348	551	876	236	170	594	585
947	334	505	877	282	292	366
420	37	183	240	794	628	313
440	888	260	718	584	832	732
248	568	150	277	208	986	761
869	841	577	965	434	751	531
933	243	703	583	334	500	639
320	776	80	398	434	779	296
567	889	20	147	305	542	761
404	520	274	957	532	506	53
943	263	316	216	995	91	774
344	672	468	358	46	794	878
555	997	793	981	10	259	87
173	957	608	433	357	715	228
496	539	429	500	251	86	557
411	291	16	897	191	969	911
85	595	802	214	178	782	575
536	47	400	934	976	357	161
885	837	729	616	204	449	605
59	603	280	896	525	537	250
842	152	529	657	444	372	434
357	64	661	868	400	409	987
834	725	535	202	730	257	672
667	383	52	556	36	491	651
326	936	719	77	436	775	140
623	297	54	253	957	653	865
850	642	83	753	851	892	980
131	704	779	739	837	349	701
840	503	337	908	656	466	70
929	658	396	76	410	770	41
545	744	78	934	89	164	639
710	762	34	718	654	819	513
276	271	97	313	111	202	654
277	194	966	765	999	741	880
298	34	631	880	741	872	805
953	971	355	968	591	255	844
857	314	924	134	897	809	863
275	302	467	220	167	131	651
39	36	942	691	777	152	340
391	716	288	773	217	921	254
308	96	777	785	18	982	232
712	823	515	608	361	11	722
270	868	841	445	419	910	750
327	574	257	737	630	473	661
284	904	604	72	824	831	690
96	441	41	272	665	738	936
890	724	729	907	296	748	964
268	831	536	171	850	584	115
712	901	883	283	303	1	756
973	368	4	870	919	385	795
223	745	558	935	956	650	608
520	725	195	590	736	119	858
733	202	39	90	818	668	439
854	861	839	447	184	35	394
675	692	606	517	742	36	996
403	44	782	629	928	33	182
452	777	650	100	970	939	259
857	2	254	718	689	748	976
879	471	728	95	602	892	408
958	539	904	602	908	171	205
773	670	630	929	206	554	597
397	264	761	411	658	690	735
71	172	879	982	729	307	299
975	23	998	92	267	145	291
99	944	685	559	208	558	324
782	192	14	950	387	687	662
174	916	290	212	705	33	864
947	608	67	153	871	520	656
481	457	507	12	905	491	357
704	295	181	806	622	374	585
803	642	327	788	171	166	388
221	539	433	436	433	641	834
15	460	403	646	838	716	492
568	152	756	818	456	665	353
586	908	719	587	794	481	397
644	856	926	45	716	20	313
696	28	991	730	141	653	13
913	631	227	368	360	430	677
600	383	972	152	320	786	133
669	213	242	196	152	983	3
963	24	336	873	210	85	650
896	460	184	194	670	752	18
144	189	832	178	879	139	890
695	796	523	686	343	294	621
20	496	623	128	605	203	884
302	314	902	859	874	505	417
754	481	258	605	469	372	285
134	732	215	768	627	513	220
674	187	369	752	720	219	389
254	739	103	262	849	736	408
798	312	762	621	289	932	944
624	676	646	6	511	433	849
576	350	497	273	987	324	905
47	646	450	178	352	152	53
206	859	37	806	83	865	207
30	246	38	143	373	77	497
828	232	990	903	618	691	105
967	705	916	842	59	773	427
442	742	413	623	611	308	137
875	674	383	397	604	740	457
337	129	130	751	786	920	535
933	700	962	63	922	95	363
359	174	725	490	768	865	55
5	746	953	402	989	23	916
959	261	610	725	455	220	318
109	699	584	619	948	133	196
323	864	516	104	408	414	275
482	58	329	147	424	711	416
536	66	963	132	575	656	892
701	247	83	530	431	913	387
400	981	461	994	873	905	121
59	58	306	235	901	72	62
763	572	96	832	590	251	826
10	920	677	777	56	282	239
722	398	232	192	570	147	651
886	451	848	930	540	957	151
352	191	558	765	885	106	150
69	968	5	393	23	29	430
293	748	636	153	168	577	842
915	724	537	183	739	30	69
824	71	889	884	552	920	484
814	342	644	793	385	168	236
365	695	997	202	844	872	496
95	138	827	160	180	19	158
822	959	403	899	582	467	816
291	445	986	790	311	273	504
398	344	293	4	381	235	103
468	176	967	946	825	479	492
102	395	743	45	800	100	126
150	438	270	320	344	785	242
913	791	99	935	113	651	881
97	183	388	621	255	370	444
1	140	182	186	688	189	913
330	131	971	680	731	866	314
73	837	246	888	646	264	464
584	751	385	946	211	406	743
130	100	93	346	836	308	485
181	815	190	57	485	218	347
88	807	567	634	858	898	6
546	74	651	393	61	260	827
540	768	748	128	596	214	830
971	623	421	683	569	544	687
246	157	605	339	979	560	36
245	874	330	20	955	661	709
604	620	87	128	948	869	255
519	845	193	975	50	926	200
93	292	543	472	705	130	214
758	149	426	640	776	666	698
390	171	10	262	808	569	58
567	674	738	748	57	392	259
804	260	767	464	216	237	107
661	671	898	623	604	516	55
41	595	454	633	618	389	993
497	671	502	135	767	577	487
978	295	366	517	304	286	605
554	179	199	362	551	674	415
711	502	186	408	203	306	775
420	294	431	131	435	44	171
721	879	504	64	481	766	557
502	468	874	725	781	360	694
839	231	257	526	608	864	937
963	262	899	26	569	904	399
351	814	95	952	33	431	149
183	33	237	255	207	161	23
289	635	951	619	774	690	949
644	722	993	541	389	983	628
847	569	384	296	955	739	463
373	634	789	192	766	654	734
865	601	756	592	136	615	29
648	195	279	554	158	138	939
874	639	749	856	887	172	483
367	586	841	973	133	432	284
565	979	47	194	342	784	757
541	532	273	578	790	500	361
671	703	651	607	712	172	636
212	353	95	643	963	52	668
843	157	612	445	87	843	131
105	911	429	684	711	349	906
144	897	5	664	902	1	708
687	128	1000	668	586	195	119
463	531	792	295	184	36	317
408	916	956	652	365	619	548
602	647	455	745	632	691	147
336	644	383	139	122	234	429
405	505	96	924	427	245	330
732	546	52	22	292	568	385
990	135	37	610	116	844	586
589	72	688	228	497	848	488
695	821	329	674	405	860	967
693	30	801	119	503	235	420
994	363	783	33	379	710	208
969	969	884	631	354	714	536
463	862	157	782	688	888	758
445	723	22	17	781	47	710
757	426	931	631	919	762	252
7	492	604	720	200	80	965
206	689	413	204	30	814	57
287	31	44	33	766	665	133
209	466	192	597	994	519	286
20	514	626	827	473	832	12
464	610	298	557	887	499	189
72	931	968	950	686	300	545
528	134	39	34	9	711	776
933	326	605	450	630	123	436
890	946	504	437	769	230	419
136	136	257	30	841	381	792
848	14	485	915	835	761	111
108	321	75	8	204	346	52
736	291	681	461	786	78	819
442	450	157	327	296	377	346
185	421	790	705	604	784	431
579	734	20	792	185	909	404
89	606	609	79	190	250	951
629	550	112	993	638	615	782
386	721	924	95	245	74	923
196	943	486	813	311	132	436
284	38	517	272	148	868	559
131	321	643	563	883	334	883
448	918	128	949	999	979	57
399	111	432	370	199	760	32
231	941	802	5	103	242	513
339	21	639	573	97	540	222
911	841	580	52	103	670	880
429	749	30	209	81	851	912
930	804	301	912	625	214	184
329	486	335	573	812	155	4
3	519	756	499	672	523	64
756	105	61	315	522	419	48
344	94	211	568	188	498	415
921	276	286	634	469	187	183
605	672	729	207	289	613	413
92	626	473	925	229	628	318
912	476	836	399	762	87	191
659	397	802	92	335	615	449
206	886	44	953	327	303	187
966	357	854	92	317	629	527
82	237	243	892	811	163	830
253	316	771	538	145	367	518
603	416	427	663	611	579	726
455	168	419	40	544	436	75
771	931	864	340	536	98	75
757	931	878	554	796	949	980
693	257	721	116	521	690	186
112	895	452	143	900	896	587
28	876	756	732	480	942	870
551	969	681	346	825	467	688
840	590	287	471	203	687	197
984	523	430	860	900	412	931
401	901	794	757	668	846	66
178	357	454	45	91	34	40
664	698	566	45	307	175	988
275	343	606	846	95	292	699
462	509	585	106	498	473	443
319	5	317	552	586	775	357
953	846	593	938	92	172	41
809	721	433	941	223	55	884
926	64	754	373	256	159	388
471	610	367	964	818	116	226
40	400	825	722	943	725	398
407	564	892	797	606	372	648
219	114	177	867	703	894	281
777	748	460	222	90	356	549
371	914	87	258	415	677	365
366	872	769	456	823	422	730
566	418	510	651	300	462	382
812	979	518	654	783	871	264
202	806	963	482	165	51	978
9	288	242	717	497	367	169
472	23	547	322	30	243	923
980	690	527	84	483	191	745
346	313	812	146	8	965	754
342	726	286	894	764	877	948
762	735	249	670	72	373	125
788	863	491	347	443	509	953
948	654	237	368	143	338	81
472	836	534	292	964	892	329
504	99	10	382	148	533	661
555	182	884	378	605	483	195
44	992	290	547	439	293	679
661	380	913	725	364	125	910
949	702	44	456	937	62	323
692	203	97	441	545	74	322
30	869	515	647	257	969	527
262	425	33	739	333	393	562
684	447	155	934	342	787	631
578	323	423	702	785	371	886
540	40	976	217	662	444	719
434	617	155	454	822	903	531
971	619	95	489	953	580	598
162	874	75	167	861	180	288
432	606	574	874	48	960	954
618	345	122	406	651	475	383
335	800	234	408	200	173	544
409	824	519	980	851	274	456
4	800	243	284	103	213	124
86	869	254	592	57	224	355
871	484	705	285	90	292	340
96	687	18	937	435	777	946
911	953	439	205	216	82	552
615	451	103	954	850	17	20
538	44	338	953	740	923	943
481	23	437	1	175	775	397
634	141	691	802	22	916	477
328	576	551	107	137	120	505
334	553	32	473	449	614	926
242	613	349	11	411	573	464
469	426	976	555	61	51	522
992	311	497	782	931	754	12
804	750	801	855	712	814	663
255	236	898	648	450	62	873
324	234	625	639	508	730	413
16	59	23	353	870	676	142
344	241	684	254	65	245	800
91	817	794	401	403	404	263
82	110	130	812	57	21	364
858	248	813	210	960	549	783
542	584	272	783	737	702	71
942	225	756	964	866	174	811
728	134	175	636	57	70	814
533	1000	830	33	152	934	445
432	184	39	5	307	303	892
16	381	449	399	798	985	285
348	287	203	617	630	174	266
902	567	887	94	415	314	131
883	766	85	997	253	158	257
571	124	141	775	232	766	175
295	228	233	210	433	270	247
879	955	132	769	649	377	900
608	295	203	539	374	792	201
768	622	852	224	504	411	630
498	582	336	839	258	351	141
136	552	378	630	217	344	696
945	773	830	7	240	19	5
312	461	978	159	756	301	813
899	854	472	220	947	370	334
296	182	873	132	437	126	225
137	842	312	397	429	435	545
687	301	452	523	106	574	208
434	852	177	327	919	283	447
255	907	793	706	418	608	140
520	757	480	670	204	89	653
82	299	828	826	667	245	546
262	34	845	653	127	730	149
776	140	276	639	561	222	738
252	427	572	187	816	538	996
234	983	120	952	122	814	779
766	609	667	949	560	841	47
433	693	206	168	22	453	517
496	758	863	116	603	433	12
815	88	609	756	362	954	978
882	642	591	531	955	969	638
322	638	104	211	746	99	537
995	396	343	146	383	113	748
418	36	27	583	953	882	564
774	803	686	256	750	26	841
929	410	415	808	795	972	166
921	979	100	929	551	796	161
77	945	268	666	37	613	582
202	309	928	590	212	519	218
536	503	343	84	493	536	752
655	560	74	183	843	64	766
981	162	380	965	511	719	348
771	325	993	282	792	434	417
642	424	754	399	458	415	433
667	227	925	372	595	604	631
396	941	503	850	685	548	610
233	921	42	483	249	977	586
866	71	652	535	961	195	187
482	405	948	39	807	236	39
596	898	883	754	477	492	677
206	947	175	768	392	20	339
320	181	265	392	536	923	497
533	253	887	737	703	986	752
366	746	143	689	460	826	764
765	223	228	48	355	322	399
150	784	147	100	732	584	963
404	28	893	536	639	655	296
367	181	155	511	648	6	691
911	324	661	57	528	644	706
169	643	796	549	185	214	719
68	172	792	334	90	277	916
91	141	88	757	60	194	748
595	167	324	546	655	814	953
552	261	17	37	931	478	185
380	557	426	315	403	828	718
836	829	389	486	246	169	461
6	610	653	701	319	352	420
590	893	871	128	930	15	790
212	32	390	125	409	559	728
740	870	934	878	597	317	858
277	457	190	566	345	98	488
301	560	76	254	432	52	954
519	439	943	277	785	999	383
526	993	909	749	28	512	928
761	924	979	363	788	900	683
352	799	43	210	589	169	675
142	115	510	294	402	309	137
818	148	558	792	277	945	576
581	19	166	978	954	847	279
824	845	31	452	380	925	83
862	789	215	653	393	989	65
730	733	682	547	679	148	217
400	118	999	200	537	46	521
975	878	283	160	231	407	521
879	637	401	357	110	57	140
652	779	934	866	977	936	58
492	269	536	95	46	199	398
360	593	214	654	224	341	92
496	136	985	680	978	298	383
231	655	652	420	792	515	66
905	735	987	670	228	582	584
439	103	258	432	582	409	235
472	597	806	361	827	299	296
214	462	803	23	452	859	483
980	210	802	363	526	783	126
237	755	335	444	599	374	924
412	918	730	865	591	269	546
255	541	313	734	994	880	585
568	244	587	968	148	634	734
1	637	972	36	408	387	682
232	564	530	331	85	983	793
741	29	605	248	535	323	738
270	847	222	319	682	824	733
614	431	810	324	704	773	214
61	703	909	526	321	740	565
248	851	151	25	278	86	187
170	94	407	905	902	943	973
155	907	264	906	157	895	178
283	393	31	201	740	4	986
446	331	836	649	662	719	920
690	318	293	435	153	648	360
734	534	211	367	654	437	351
477	274	41	943	308	259	32
5	812	446	605	996	696	319
485	373	859	5	540	942	93
106	802	599	393	575	577	231
70	578	263	744	426	339	468
674	510	421	728	838	725	31
359	366	387	221	976	392	927
102	852	207	719	430	678	748
251	510	331	778	176	376	240
910	836	511	804	679	810	112
49	889	237	798	514	489	717
355	646	978	652	670	927	937
726	629	336	700	394	758	835
454	970	254	171	286	966	597
884	616	743	484	763	609	166
625	529	57	362	372	543	695
986	83	488	715	175	36	921
463	733	685	310	627	198	962
946	860	199	353	981	122	652
766	507	775	114	410	545	920
712	101	746	975	273	560	725
412	276	553	670	940	641	285
697	109	399	877	822	518	333
274	53	178	242	852	702	659
680	542	922	194	476	148	511
812	261	301	276	892	415	845
601	537	372	290	108	696	17
537	447	671	7	9	965	866
276	438	194	606	488	974	730
603	782	770	455	166	641	911
927	46	608	286	894	797	820
484	835	812	175	721	549	231
526	368	38	776	685	514	653
211	899	290	214	261	425	10
97	966	242	5	77	463	494
178	473	544	549	221	609	515
665	805	74	790	269	461	127
254	655	222	488	885	348	666
948	913	51	522	162	374	204
84	435	645	896	855	282	741
928	624	673	150	41	755	317
134	753	339	552	155	442	410
126	534	104	668	998	588	46
