308	748	742	906	450
377	980	375	884	643
228	917	415	842	398
166	386	225	796	56
482	539	587	242	728
520	359	396	16	792
53	854	723	165	64
332	698	526	633	310
605	894	431	1000	842
718	873	973	625	276
916	837	521	259	985
611	256	854	768	149
157	425	774	26	474
316	373	93	914	823
283	26	314	277	153
842	799	112	836	819
826	247	546	333	528
103	441	850	193	732
644	792	872	282	703
677	831	343	871	129
216	196	514	874	837
301	91	891	90	965
718	607	717	441	931
776	888	656	30	142
372	328	355	985	136
475	52	223	833	106
20	253	289	170	215
114	154	901	56	961
879	224	653	315	127
450	155	212	136	181
895	473	387	118	838
316	195	529	25	180
408	533	241	637	952
770	881	213	681	963
995	574	969	865	854
781	342	875	163	728
270	323	386	828	667
597	678	120	892	876
328	968	871	866	302
302	255	933	560	880
630	409	974	470	960
297	256	133	234	154
368	96	296	987	578
594	120	391	936	936
910	316	988	85	42
52	703	111	241	583
381	709	83	925	95
831	179	259	424	692
634	529	193	77	106
350	386	60	8	752
186	112	450	924	85
64	771	357	495	218
996	931	526	516	392
165	426	36	564	737
378	32	255	777	464
759	377	214	608	720
622	273	828	268	768
880	388	560	664	22
738	770	434	605	629
446	198	900	875	842
502	530	964	156	467
398	330	240	311	507
24	295	283	300	147
280	256	997	314	537
217	822	233	837	645
670	593	336	825	488
179	511	318	735	170
315	414	475	1	546
109	772	367	853	660
119	360	223	632	99
461	616	314	441	173
926	199	367	248	667
285	861	510	777	380
928	102	76	757	143
34	473	961	237	247
356	64	928	872	443
810	919	282	386	136
388	842	782	212	170
833	349	897	893	458
632	41	766	811	53
892	80	331	347	370
891	482	426	548	681
860	30	774	167	761
797	295	91	642	886
194	764	236	822	885
655	343	708	651	936
346	998	800	844	519
747	70	342	353	451
346	545	468	286	328
470	764	746	219	263
706	591	903	1000	740
419	288	262	600	564
302	869	142	856	911
804	131	333	825	94
721	983	800	433	160
361	828	15	755	674
801	744	408	16	146
224	351	171	324	674
399	351	216	183	364
881	421	841	47	445
233	956	192	426	465
762	623	266	496	60
849	153	593	918	485
251	701	18	402	753
819	307	765	169	303
977	810	900	50	904
920	308	778	767	177
250	723	303	914	218
200	784	629	984	150
179	893	499	362	779
675	308	232	964	838
711	716	954	672	934
605	982	882	736	388
536	282	401	832	175
8	406	917	414	841
179	707	813	243	921
473	270	182	934	737
686	393	714	267	525
464	834	853	257	835
28	400	687	722	687
251	977	431	457	806
795	751	996	147	108
576	612	314	39	216
658	69	248	52	47
721	120	747	965	681
947	47	154	880	122
639	25	806	271	796
509	844	49	674	397
605	801	965	395	959
751	762	205	187	852
606	497	60	319	211
944	27	868	291	29
736	215	319	235	737
65	655	958	583	719
42	820	945	350	883
40	164	425	715	655
672	836	590	247	72
33	243	92	730	836
170	207	206	628	282
414	230	748	959	172
543	210	687	87	601
329	423	357	301	165
598	284	377	457	966
684	978	259	761	73
680	392	384	681	93
331	807	158	485	144
666	643	279	886	104
538	367	729	930	457
890	609	576	325	259
694	785	865	991	387
921	941	876	4	210
425	307	782	707	871
872	623	612	135	471
204	162	673	745	796
658	221	884	645	171
586	522	814	436	624
770	114	761	341	106
502	281	126	701	640
117	216	500	752	919
410	549	33	934	80
961	342	304	554	137
822	768	677	695	69
448	539	435	515	787
744	732	168	762	867
399	561	664	973	431
263	346	439	461	149
453	206	476	514	232
829	633	549	954	256
149	963	633	189	236
874	844	56	896	103
741	93	495	689	787
314	894	197	709	636
848	806	475	53	845
449	784	417	856	552
783	969	911	478	274
79	496	851	21	812
747	477	131	216	46
569	312	292	494	285
357	309	563	287	665
185	535	569	29	65
522	762	141	334	678
218	803	952	329	727
234	207	341	686	938
575	164	985	8	769
849	456	366	257	329
688	726	354	831	960
933	665	776	25	948
400	400	591	211	230
459	604	870	754	153
585	51	795	139	418
220	149	436	149	286
487	921	518	418	831
99	285	46	978	132
955	721	541	796	588
351	528	172	769	414
478	967	263	353	186
952	783	36	221	389
638	978	992	457	429
18	748	739	996	199
877	846	911	430	871
738	511	824	400	594
765	161	720	241	290
495	806	968	889	77
427	249	706	474	135
729	341	999	537	76
654	934	182	711	247
74	184	118	505	923
137	302	784	271	971
427	730	719	288	59
660	552	65	695	184
444	555	698	912	849
243	245	50	944	323
336	388	625	579	761
557	723	162	322	633
661	531	287	706	647
762	84	485	457	527
408	15	931	370	10
642	918	948	835	809
804	789	835	364	468
271	824	701	378	133
916	874	705	198	653
672	748	77	276	348
377	263	395	131	376
446	997	801	641	576
590	140	849	155	705
255	10	982	748	93
647	102	877	889	329
881	968	78	743	348
461	666	860	182	682
762	120	403	847	926
550	679	784	389	682
268	321	752	307	740
114	613	714	608	746
313	446	769	791	901
497	130	834	251	53
315	965	330	257	257
343	969	740	970	309
318	769	177	592	555
334	413	459	281	487
127	549	466	132	48
847	487	779	110	613
823	358	74	870	209
912	374	546	293	549
892	647	853	97	215
882	308	74	187	101
525	897	647	5	938
893	879	253	548	989
253	983	984	467	674
48	251	581	755	323
944	853	760	748	486
828	290	124	496	39
642	762	381	650	256
295	302	393	854	866
595	125	214	831	536
44	61	286	872	401
638	888	780	80	216
378	329	159	709	727
24	36	435	552	45
366	503	284	578	24
95	323	494	699	331
193	104	838	27	923
461	559	721	539	908
434	766	839	159	800
558	167	418	36	267
113	883	782	497	188
552	160	161	723	610
568	100	740	633	545
725	230	874	99	362
253	50	168	594	894
651	657	661	871	893
250	87	476	194	905
176	414	297	916	93
869	976	456	887	547
444	185	269	403	45
35	703	245	191	65
947	483	851	325	608
40	903	254	348	909
728	414	166	329	708
840	438	43	91	620
800	93	786	958	453
751	786	816	503	501
655	83	244	297	531
300	400	180	226	417
360	149	419	959	573
559	176	434	402	529
489	437	769	430	516
130	723	214	377	724
105	412	613	212	721
948	850	319	331	538
981	364	132	350	862
252	64	896	618	578
360	292	556	546	663
788	14	909	792	397
70	971	897	4	570
818	476	659	356	522
47	35	26	190	180
810	435	602	906	669
640	126	759	837	74
808	707	466	77	808
115	903	966	644	470
708	138	547	769	959
996	888	152	885	217
577	629	449	401	216
633	385	948	871	574
487	835	788	506	252
173	176	324	25	49
187	648	161	570	391
229	569	746	142	823
456	216	823	682	244
880	269	654	60	11
96	44	657	155	682
403	786	807	451	506
960	361	400	157	844
818	855	776	91	746
341	394	933	372	939
520	774	655	973	888
322	884	895	27	630
249	432	522	878	670
875	387	203	185	154
468	357	463	708	568
939	111	795	7	868
925	171	535	221	973
491	522	272	939	39
289	314	54	638	203
3	840	273	31	938
408	665	763	755	961
737	741	185	992	746
685	553	14	446	67
395	186	454	886	291
841	551	163	411	375
791	104	269	12	580
13	648	889	49	850
815	914	37	495	625
254	563	636	486	919
9	666	47	690	643
279	219	322	815	960
446	877	734	496	844
368	610	98	195	471
383	343	375	16	80
422	911	187	426	79
477	1	32	616	982
572	716	476	653	756
247	302	239	489	305
979	128	961	236	412
5	764	302	854	769
903	520	17	417	564
734	835	122	107	209
34	415	114	415	439
304	209	696	497	998
335	262	610	880	221
63	633	887	199	318
61	546	700	943	649
162	765	737	440	491
445	419	527	846	206
553	235	236	460	494
467	516	697	956	95
126	919	270	407	212
606	83	365	77	371
608	284	177	793	729
608	706	624	906	65
558	242	758	867	656
796	86	360	584	507
315	590	361	167	572
907	18	665	37	484
53	799	775	40	668
270	138	119	791	25
747	294	586	372	466
78	961	802	298	539
444	837	267	37	509
101	786	281	385	557
991	443	438	895	877
841	916	300	30	348
696	895	502	830	971
878	91	324	44	603
248	200	263	469	961
225	192	388	780	623
753	758	759	822	382
445	666	784	147	689
889	568	992	32	488
348	808	857	765	627
909	861	791	477	828
460	454	213	553	856
322	323	464	664	219
542	401	598	803	496
665	261	113	934	858
485	209	907	805	407
571	939	222	695	621
157	290	110	684	220
939	226	306	414	156
374	342	559	16	728
528	735	380	455	2
280	680	762	435	732
241	410	33	540	175
608	808	52	697	426
344	626	176	166	982
914	481	442	939	557
457	586	519	310	53
681	901	692	731	957
459	32	237	933	769
160	56	654	891	507
590	72	369	187	874
592	793	488	110	400
836	372	670	65	217
52	458	369	496	764
670	745	277	577	195
563	744	625	576	379
821	61	256	323	809
812	167	825	9	34
307	882	262	273	979
992	999	999	162	225
762	166	412	628	516
975	763	802	64	168
327	880	595	420	67
485	412	908	395	924
313	902	276	919	395
225	768	606	642	453
612	169	963	124	794
844	814	440	170	545
191	413	789	964	917
96	675	689	365	494
804	891	929	391	997
368	733	70	693	6
132	613	594	2	812
964	874	368	570	914
103	413	634	97	182
269	840	688	28	419
447	986	286	572	316
953	585	16	697	438
339	728	909	852	85
505	736	700	200	963
483	868	934	180	832
89	486	484	91	378
639	461	835	683	572
433	584	507	622	776
166	323	560	547	632
414	20	244	482	406
836	414	231	339	712
626	292	655	216	970
952	526	234	6	190
369	196	118	304	525
959	78	508	240	394
603	144	477	453	941
362	433	27	242	918
840	601	560	480	517
369	60	443	258	810
979	34	506	136	597
612	826	297	310	570
841	937	754	801	50
315	635	479	204	735
950	503	715	409	522
214	911	578	18	540
133	906	806	686	902
978	799	637	331	249
415	184	679	423	407
60	215	567	320	422
125	348	745	619	68
562	333	851	188	286
900	327	39	217	934
439	751	622	160	138
439	323	433	442	287
263	155	494	924	267
525	289	552	549	184
852	107	307	62	215
257	746	558	463	883
169	550	429	778	315
37	890	209	896	849
233	122	849	402	445
949	577	606	819	827
117	53	677	943	683
960	81	858	879	186
607	676	182	411	592
345	90	13	209	817
651	902	709	751	752
361	758	377	381	907
913	799	629	881	751
774	930	185	436	665
9	756	817	411	875
437	764	800	981	640
955	987	823	636	140
811	672	680	459	546
37	689	977	569	370
229	420	498	723	96
775	656	300	201	804
448	625	474	508	810
590	309	390	604	201
878	741	758	498	944
323	227	563	735	623
411	524	230	439	347
672	756	227	105	983
486	623	848	459	453
318	982	488	626	248
872	626	473	274	422
400	959	955	977	822
609	933	386	829	102
273	390	789	311	226
518	673	978	396	501
399	519	153	257	284
70	365	125	753	724
36	105	842	560	771
167	646	404	106	91
984	29	949	407	410
539	504	516	645	517
662	29	710	445	790
382	81	538	653	583
723	89	872	455	179
51	528	492	11	426
683	426	946	988	130
508	171	130	434	427
5	346	223	658	798
757	739	193	125	32
2	882	966	566	895
237	694	711	742	755
67	360	419	698	660
568	182	829	811	175
12	69	584	517	711
615	116	475	43	283
712	80	159	543	131
506	663	37	635	229
813	172	890	109	833
637	334	236	603	420
962	607	692	366	599
319	119	33	612	509
721	600	826	717	504
624	130	85	319	104
997	508	676	53	55
433	858	598	761	134
395	553	621	762	310
48	506	126	674	565
467	585	127	675	828
688	745	277	612	522
611	337	932	222	940
325	520	788	383	841
108	85	942	129	807
708	932	988	114	824
402	870	545	140	272
703	35	853	864	84
263	586	858	605	709
741	961	739	889	420
315	544	847	833	957
489	628	101	250	33
949	242	32	757	548
655	821	357	173	38
789	435	240	90	277
683	730	255	243	813
370	428	197	831	153
982	868	86	796	518
448	493	154	25	374
373	54	90	445	72
88	422	316	373	950
354	654	357	458	962
342	459	774	86	262
525	283	761	459	70
651	657	498	998	504
213	783	788	211	934
636	220	955	712	746
694	854	766	355	374
479	203	681	210	633
493	338	651	70	984
728	441	479	746	321
872	188	638	590	958
523	211	731	720	937
114	590	737	176	882
95	844	970	129	918
316	71	406	785	47
62	412	323	713	499
789	939	609	677	698
612	442	287	918	567
595	903	465	535	193
993	799	610	554	20
187	585	490	867	356
285	717	443	742	237
703	430	439	870	524
848	950	236	484	659
769	484	661	934	97
513	344	346	482	422
721	897	381	275	499
185	722	34	921	404
924	546	411	238	735
760	972	694	648	43
609	671	712	650	735
799	506	981	473	758
661	689	717	227	884
243	706	829	237	115
7	30	809	49	897
564	659	751	857	731
436	455	175	682	387
174	286	176	698	531
988	533	530	932	771
912	519	62	153	599
561	219	586	314	995
673	907	439	279	928
865	154	529	622	894
316	919	334	911	511
318	576	243	258	702
587	941	833	136	65
237	534	252	892	681
923	782	302	18	809
181	56	229	109	222
519	182	717	169	648
969	783	646	393	366
243	602	452	441	128
651	855	617	916	952
71	930	285	598	684
2	98	910	636	966
123	427	818	423	920
604	719	767	555	375
647	191	856	659	354
17	855	971	632	770
316	326	495	170	70
137	872	800	638	827
201	424	803	498	677
462	833	146	82	256
234	734	272	208	921
530	824	105	960	198
996	554	848	25	274
870	659	261	749	166
310	66	697	2	632
53	102	753	658	986
304	163	819	315	95
409	495	505	379	882
857	930	491	762	59
740	718	85	382	222
372	631	791	950	486
776	317	409	305	364
507	215	234	367	708
855	579	760	15	519
930	363	839	992	884
474	440	446	178	340
718	680	189	139	15
125	507	600	990	296
161	908	425	135	164
913	640	96	765	687
487	93	663	608	166
935	420	871	972	559
117	774	222	449	416
250	633	125	285	828
707	444	790	82	514
158	976	764	36	731
350	160	47	467	424
684	154	467	551	386
80	68	972	885	56
609	614	373	794	285
616	841	190	61	49
403	22	899	734	269
36	318	725	360	414
446	247	562	849	192
659	268	968	144	145
930	787	885	336	755
441	230	721	629	108
933	547	708	884	700
523	132	420	324	956
866	402	277	973	577
275	811	914	183	627
252	819	189	70	511
455	454	437	444	843
893	100	72	806	684
762	926	807	419	785
147	507	757	561	373
460	346	81	990	868
775	272	583	121	578
72	121	656	115	867
654	548	541	580	664
999	807	633	3	792
529	548	56	810	469
370	59	190	939	476
36	603	473	782	831
482	172	928	330	67
255	951	293	847	815
511	537	313	187	132
339	86	93	938	891
499	781	9	926	612
834	999	630	198	853
57	494	836	774	327
514	340	435	926	428
993	142	937	23	463
184	922	211	131	205
435	13	19	80	291
664	486	222	286	223
205	825	945	610	634
999	106	550	125	45
452	630	288	994	518
648	246	754	910	925
170	894	635	331	78
267	860	899	170	191
132	277	613	219	714
404	637	143	441	625
512	794	50	252	538
923	399	383	741	223
5	374	179	172	29
114	822	765	655	83
763	986	205	896	669
733	113	953	738	431
61	313	921	557	134
535	555	395	726	64
414	589	747	465	66
288	445	390	665	150
743	753	763	472	171
199	386	204	995	10
798	107	85	34	335
862	532	401	270	929
769	648	871	305	127
245	447	180	611	100
469	497	268	26	367
614	203	24	116	415
801	75	990	761	419
490	711	150	407	414
635	13	334	962	646
470	941	915	976	281
488	86	185	19	954
88	69	46	458	216
459	637	839	487	212
310	644	914	268	145
933	929	809	636	656
537	81	207	991	945
481	150	479	287	634
796	825	19	758	272
789	150	328	438	769
54	227	379	997	708
644	521	762	571	181
917	902	898	474	575
997	543	637	67	183
568	514	429	65	946
647	43	390	344	781
691	328	578	278	257
23	471	756	725	206
912	402	174	486	541
535	95	925	548	547
410	251	5	121	660
831	178	258	109	804
949	345	850	417	856
745	684	923	575	117
688	374	942	444	925
20	493	845	583	546
185	967	945	408	994
635	794	960	974	629
208	106	147	835	899
735	889	363	231	941
36	883	839	524	122
704	273	100	469	580
933	169	26	95	871
941	636	204	888	466
11	664	67	582	680
441	245	332	926	443
902	120	673	749	356
875	948	535	190	774
861	13	283	558	76
196	901	270	521	352
974	275	33	798	702
507	251	561	441	830
467	146	366	202	950
123	207	217	16	179
884	854	515	866	472
169	751	511	132	519
677	348	357	783	925
115	655	779	2	280
54	482	262	582	642
652	312	972	638	422
473	657	142	555	574
53	492	658	701	879
157	422	705	685	7
215	257	535	871	744
129	569	221	220	194
147	293	643	561	932
88	969	189	692	706
747	544	411	683	996
489	996	746	40	819
22	954	230	193	400
958	600	417	555	428
606	71	712	655	340
966	597	104	896	799
718	123	879	471	634
772	601	516	64	976
997	544	321	969	472
804	738	376	135	122
428	993	542	66	162
29	987	446	935	851
857	977	355	229	990
29	842	993	90	53
420	872	686	42	989
331	4	328	876	258
880	667	267	641	544
455	461	652	448	174
551	361	462	282	182
645	383	519	713	932
879	520	459	582	86
627	110	536	125	907
707	765	760	759	445
62	448	328	501	582
471	908	54	87	541
543	124	580	503	776
730	559	894	621	319
566	791	706	447	195
521	76	569	429	809
899	685	372	213	196
727	415	374	559	872
108	171	832	149	659
491	214	522	608	233
20	484	415	594	914
415	767	644	400	83
873	614	944	559	397
369	285	74	97	113
11	884	626	248	481
120	885	879	733	456
467	800	693	886	567
382	313	991	819	742
449	489	65	693	294
746	747	987	925	329
612	935	689	246	488
561	588	851	819	728
363	672	419	422	135
217	641	76	303	220
835	635	255	85	841
590	812	461	352	505
133	375	26	375	425
783	19	44	186	42
327	913	199	556	614
72	146	623	323	480
816	883	537	913	930
659	869	622	748	619
449	12	668	474	676
784	130	316	30	776
531	804	737	548	656
527	250	537	887	826
882	744	926	333	383
902	814	881	926	969
488	128	477	938	572
849	9	456	694	638
969	357	497	728	97
521	663	304	283	317
855	299	258	216	943
871	587	614	879	750
840	33	549	770	416
588	57	884	564	537
512	924	697	854	898
111	615	742	384	813
985	402	125	930	188
462	319	267	195	246
140	443	607	849	527
172	944	129	817	56
953	899	713	855	167
688	577	307	145	963
471	422	560	962	19
50	884	85	449	284
865	344	276	280	691
199	467	939	358	205
493	786	497	661	607
535	307	818	962	559
503	884	154	651	688
674	46	473	548	333
906	811	141	924	869
746	420	935	51	108
215	519	660	803	812
579	330	184	105	258
899	739	216	238	249
790	746	668	23	937
5	289	500	491	408
785	465	564	5	36
216	529	547	248	730
380	611	814	553	640
680	708	599	624	954
449	516	755	882	974
679	933	244	574	79
189	40	437	834	318
369	193	37	538	293
88	63	581	835	568
161	784	854	38	884
674	899	797	294	960
188	900	286	586	874
168	735	667	841	914
313	80	759	539	723
841	823	358	67	386
750	709	322	37	220
646	955	482	102	343
90	488	16	482	859
587	567	969	132	89
499	813	854	21	757
464	908	143	986	598
88	921	204	793	223
190	613	111	524	692
707	964	560	99	839
863	937	967	786	783
314	293	783	267	919
559	17	445	156	54
698	613	930	88	65
879	783	957	963	606
980	299	262	274	64
172	19	802	580	839
321	724	458	439	343
666	746	689	287	615
728	596	524	797	9
856	103	123	712	838
487	862	979	353	710
158	117	747	543	180
195	528	980	37	698
957	594	490	156	861
275	194	155	458	940
170	189	239	457	118
833	950	222	198	947
834	786	656	498	781
539	125	331	173	981
341	312	260	526	28
293	386	860	422	193
666	433	81	119	955
388	431	903	144	938
158	662	771	471	540
642	69	295	480	960
646	364	69	253	2
692	924	443	699	583
472	715	589	383	587
125	858	833	671	966
420	224	46	653	528
159	324	320	546	613
998	605	964	499	9
771	730	198	279	773
163	920	134	179	190
338	902	67	319	653
754	157	56	928	950
464	816	375	363	703
137	787	788	265	832
445	567	318	884	728
833	745	776	624	259
315	212	278	345	586
34	9	357	146	687
734	360	425	600	547
973	503	633	82	209
707	191	802	195	683
295	862	814	446	55
320	890	469	493	939
655	901	267	674	855
697	818	512	538	855
649	686	514	967	901
687	90	211	604	447
161	746	499	799	296
551	30	827	428	859
660	864	245	709	670
626	27	508	437	951
419	257	790	607	794
422	337	686	786	223
595	519	380	996	670
310	943	377	293	559
431	748	177	936	191
720	811	937	810	384
719	491	904	417	799
597	855	349	816	139
282	311	187	736	770
776	147	359	130	293
334	322	786	808	922
218	268	667	878	849
925	869	342	637	387
422	485	499	63	509
298	993	437	376	278
898	857	782	795	694
644	530	779	354	249
869	504	715	559	807
829	657	400	806	514
341	939	707	183	643
97	504	33	431	398
500	498	644	202	725
19	846	612	847	790
780	77	794	181	813
985	684	574	583	423
130	734	561	364	131
589	789	591	37	550
769	252	259	196	508
89	250	196	700	414
975	501	595	500	82
561	24	793	981	925
276	335	985	573	315
657	129	739	580	796
234	429	64	503	751
377	276	752	156	113
578	43	899	165	664
837	42	390	284	787
149	142	183	442	282
468	783	584	622	809
166	369	336	794	758
334	144	133	264	944
927	221	273	707	143
110	644	423	1000	781
25	567	810	217	509
829	695	559	628	915
322	834	874	87	878
157	427	328	219	174
491	59	970	387	99
196	91	918	725	660
959	838	910	815	244
540	721	30	555	262
353	27	452	714	320
850	475	753	213	58
163	243	212	116	90
273	238	898	398	831
408	570	470	221	984
191	331	130	247	843
774	139	863	756	849
548	151	519	446	309
957	929	971	854	779
61	615	884	111	742
787	388	898	946	226
829	429	156	15	247
757	108	728	422	570
792	382	487	320	495
511	781	302	950	70
757	367	521	821	770
531	794	160	155	539
851	491	925	489	203
659	539	653	131	927
835	640	836	311	774
926	68	22	361	138
749	59	754	433	394
257	567	841	481	687
478	253	206	942	71
127	953	469	784	288
602	381	58	404	722
180	588	533	167	308
630	412	176	567	371
907	878	667	419	565
274	765	575	239	852
844	777	139	553	902
142	632	826	244	188
840	531	431	481	568
734	33	528	522	101
679	366	587	575	863
843	680	480	247	243
292	700	41	295	795
320	242	616	668	426
505	506	775	850	611
380	756	463	544	322
612	130	653	769	201
978	498	32	304	230
911	92	282	815	382
202	815	178	336	645
757	434	518	567	922
938	573	801	132	806
921	742	240	623	596
217	594	458	631	247
876	195	876	108	977
660	305	292	702	539
394	344	52	611	730
351	835	583	900	119
146	52	428	462	503
848	117	199	530	792
85	955	114	601	23
333	711	286	116	537
649	490	771	732	359
242	82	154	280	865
993	106	608	470	964
254	564	12	908	561
916	105	568	358	335
749	128	432	848	519
312	670	870	15	423
561	974	997	905	786
322	444	607	834	31
43	825	889	832	980
909	258	825	688	951
727	257	811	233	302
480	838	164	149	939
952	49	17	963	718
25	41	290	793	894
193	685	149	193	967
793	628	744	311	645
966	190	407	768	549
16	711	414	452	786
223	219	507	312	713
942	356	241	446	282
641	229	641	663	389
590	641	635	821	163
156	595	875	487	833
813	27	507	981	201
91	958	947	769	778
300	18	467	723	772
535	684	54	129	737
426	139	522	60	864
523	440	478	264	628
816	107	550	595	300
708	884	822	209	923
332	735	863	467	759
493	526	163	498	215
611	916	787	289	371
394	459	303	454	878
482	854	664	287	58
309	588	616	890	984
958	159	620	90	997
132	514	8	350	525
571	646	821	790	801
515	812	270	16	735
68	715	790	257	596
118	676	334	987	884
738	304	379	807	515
347	502	277	556	808
696	814	113	422	161
265	102	306	85	120
576	101	160	263	775
62	58	652	855	696
645	255	614	140	906
822	494	340	337	584
504	734	695	720	292
214	614	996	73	22
188	370	179	792	493
929	23	902	664	133
311	845	920	973	679
84	180	759	389	93
972	935	165	128	159
577	854	29	926	264
357	64	433	742	800
10	729	841	502	462
495	167	335	325	540
964	554	384	275	652
8	239	958	655	955
421	251	194	958	71
643	850	502	718	451
972	90	428	390	333
60	317	217	910	634
228	321	840	89	834
179	244	178	879	128
128	66	752	436	690
290	418	982	98	601
864	959	387	1000	111
87	906	477	968	63
928	926	78	777	269
671	941	453	241	53
499	887	508	26	71
860	37	467	772	10
943	228	131	714	835
612	786	452	900	425
496	707	646	225	718
82	799	769	31	70
973	408	348	901	820
762	718	861	718	937
280	360	840	736	643
852	8	798	951	156
167	246	765	990	464
676	931	358	521	1000
256	630	417	271	209
295	64	218	605	917
971	930	919	70	281
65	761	965	430	174
969	994	578	161	780
669	501	81	422	595
639	838	932	589	451
212	650	301	723	314
460	377	213	511	475
884	469	874	643	283
66	34	201	465	260
146	779	177	246	285
55	987	716	667	895
9	627	4	615	357
179	669	41	494	142
624	735	418	322	678
971	372	209	562	91
404	119	489	415	274
791	4	632	329	631
428	207	502	883	705
426	424	526	895	365
578	820	543	239	950
97	817	528	996	857
242	891	517	22	383
812	755	602	788	428
934	806	605	859	371
394	425	949	604	917
362	142	647	399	583
72	728	157	255	75
364	821	825	420	822
217	815	860	967	396
546	328	935	6	727
388	403	773	103	398
403	949	84	809	479
148	842	298	639	772
468	447	710	225	887
725	286	203	786	126
257	992	484	364	175
856	397	229	315	49
931	750	465	328	293
863	618	432	317	388
669	109	781	62	500
615	86	433	632	925
28	298	475	632	437
994	398	446	451	557
877	880	60	706	145
626	394	157	240	748
644	343	540	632	190
269	740	166	884	835
153	950	593	508	453
