296	541	544
835	747	426
961	932	941
63	417	995
308	770	201
1	443	861
509	654	966
688	247	226
940	414	561
978	478	391
539	230	399
389	173	253
571	23	841
896	657	735
798	315	588
882	306	9
931	287	429
835	938	257
598	923	197
839	53	658
506	241	164
269	851	837
121	885	932
807	872	19
23	624	858
691	335	55
913	437	835
513	393	314
377	463	81
143	916	125
298	460	463
174	624	670
32	501	788
121	354	216
879	747	793
850	330	968
418	124	793
445	78	240
976	593	281
721	508	676
928	78	182
221	935	410
564	403	108
139	855	698
330	107	612
933	452	333
595	153	650
711	820	610
704	802	491
252	485	475
72	707	227
527	576	522
78	156	622
654	93	812
704	889	128
600	296	645
702	55	473
873	55	958
455	361	55
764	1	801
383	904	916
776	302	326
688	24	85
259	205	935
856	800	387
217	973	551
695	162	423
305	836	369
63	136	564
207	12	119
696	407	882
609	61	64
177	281	80
577	566	192
672	202	474
907	685	303
733	645	923
57	905	817
699	527	515
301	191	316
204	999	900
174	34	173
785	132	984
852	576	720
272	92	317
721	626	235
24	274	386
755	663	841
9	776	747
535	694	389
839	335	708
698	394	20
529	841	445
494	804	741
162	3	927
282	914	224
805	770	888
340	910	200
939	582	16
165	146	461
906	729	824
306	240	591
750	80	751
225	486	291
917	23	304
380	209	845
374	629	429
790	464	147
147	351	743
807	836	573
149	952	954
860	388	989
83	418	786
870	986	577
366	226	959
910	854	91
424	3	892
662	811	623
402	468	235
244	236	273
452	52	188
579	63	53
601	238	672
964	76	559
49	349	364
773	182	779
225	898	152
399	214	426
232	979	79
836	130	625
149	908	477
372	253	347
193	737	631
446	103	42
739	677	836
762	962	613
340	683	849
568	222	979
625	892	686
556	150	4
175	953	30
358	793	772
639	822	749
292	117	638
129	655	649
999	458	797
958	716	951
44	403	375
425	824	426
220	826	833
238	397	429
914	663	875
334	435	34
907	761	805
259	770	104
994	614	246
459	640	336
798	695	818
575	711	793
445	763	676
945	390	776
944	121	234
954	765	223
784	243	728
841	976	194
185	586	927
297	590	323
126	796	589
601	244	602
352	624	653
325	280	405
733	570	751
850	47	25
555	89	763
117	627	898
133	633	29
696	396	781
314	518	823
381	932	287
881	789	385
17	788	684
911	185	340
218	1	309
331	579	762
801	53	90
878	311	402
308	116	136
183	323	401
857	574	843
292	261	604
509	924	356
544	943	425
250	688	49
721	980	658
577	13	944
890	594	370
165	274	490
445	600	704
700	526	379
984	47	406
637	967	358
755	246	500
272	561	989
137	566	872
70	74	939
566	900	19
40	553	876
197	620	477
34	818	363
139	812	29
945	974	628
66	974	523
223	407	264
948	619	183
321	262	970
620	292	430
608	567	620
268	90	708
506	40	463
208	653	118
511	130	76
233	552	812
9	157	475
255	65	253
512	859	501
835	376	583
326	349	511
695	875	151
709	625	125
769	525	243
950	748	954
916	36	101
118	689	175
504	478	678
911	355	773
948	487	991
906	736	742
669	95	410
721	109	608
724	124	67
458	25	100
693	875	694
151	584	350
916	17	288
470	855	644
705	906	38
977	508	454
183	459	397
735	117	939
806	32	723
650	849	946
66	680	924
146	609	771
177	554	142
397	656	773
550	352	4
482	856	629
775	729	276
681	754	972
608	704	438
542	112	57
854	387	415
582	351	309
38	43	14
85	675	818
819	539	723
157	950	70
118	315	426
862	646	444
380	594	546
873	176	254
727	300	55
580	398	596
756	384	919
75	868	85
835	595	698
937	691	650
967	133	789
871	708	171
507	589	22
625	14	398
282	820	362
355	377	367
946	877	954
918	990	161
348	885	224
557	466	617
192	236	786
885	497	828
634	259	234
859	279	955
747	731	759
107	469	118
828	129	109
183	445	127
622	625	47
383	15	61
629	207	139
147	561	453
73	372	44
730	83	802
794	668	702
210	989	264
666	313	375
123	390	935
128	781	56
12	486	483
198	229	23
478	958	370
118	147	511
618	16	895
1	2	3
896	504	599
74	594	615
727	51	381
671	276	656
707	956	250
55	831	810
19	873	311
463	407	789
818	976	944
342	864	901
876	72	731
586	984	309
375	938	63
213	678	617
839	567	10
229	503	127
276	398	767
258	602	593
567	262	301
593	35	475
465	466	763
264	482	637
270	287	164
915	331	836
734	317	611
334	327	594
101	362	689
886	641	641
672	680	209
483	206	726
607	43	725
191	118	323
449	602	667
232	852	702
296	279	793
580	290	65
602	704	266
423	986	780
511	450	60
123	234	357
25	880	437
511	135	451
55	107	194
172	947	90
410	487	693
428	910	205
742	288	694
7	897	999
812	392	958
358	616	5
156	104	511
442	430	42
883	149	297
935	397	530
122	415	169
81	353	239
945	7	721
388	289	321
878	669	553
491	624	432
853	803	921
636	828	269
784	315	446
732	669	659
721	54	135
684	104	864
115	788	129
984	634	771
793	184	578
555	80	34
585	305	78
88	977	110
670	981	132
125	904	236
465	709	455
198	108	416
537	799	905
822	793	400
135	180	329
921	772	916
268	313	775
909	718	784
475	374	572
958	178	713
39	8	232
129	323	161
505	909	102
273	124	546
32	73	205
120	57	412
701	193	549
310	871	564
467	840	959
109	380	502
988	742	769
773	730	280
742	11	400
732	327	235
732	103	14
101	496	453
598	658	979
285	471	85
245	187	309
416	533	99
994	229	718
225	6	312
40	416	949
321	17	664
710	187	331
633	779	829
467	207	575
645	205	766
779	945	23
470	512	45
24	847	331
192	104	55
554	35	512
699	720	320
894	936	249
242	652	341
655	823	266
185	592	745
677	554	567
131	102	703
404	170	682
850	974	660
326	226	777
669	751	270
909	450	669
362	204	581
949	209	918
993	601	660
594	42	806
544	408	455
749	552	339
381	142	68
579	118	696
947	121	124
322	125	560
487	193	251
564	83	997
772	695	60
399	985	569
347	757	901
699	701	333
826	91	953
911	9	487
159	612	818
12	609	205
617	413	383
315	605	204
67	817	826
627	292	491
387	422	855
244	734	560
795	945	448
501	506	616
653	634	369
918	953	314
264	428	997
887	678	798
129	637	64
453	223	840
286	742	795
382	354	434
170	559	207
407	194	810
99	534	986
195	891	934
154	292	784
901	650	732
494	451	371
815	511	361
825	809	979
886	983	263
365	147	787
423	500	89
788	426	554
664	472	995
741	801	668
597	694	834
185	71	847
739	37	647
829	669	842
114	542	257
541	281	518
790	500	407
877	688	212
259	423	350
656	372	710
647	1000	981
910	490	139
468	238	173
29	533	706
829	410	877
741	781	921
310	482	551
103	534	433
595	472	464
24	272	943
791	592	625
535	424	811
781	822	675
130	555	499
936	923	802
270	165	547
385	707	992
238	828	728
248	88	629
400	590	936
566	709	967
309	546	809
555	586	300
658	988	266
139	341	169
922	574	925
766	982	590
110	727	71
184	780	107
382	526	727
742	587	977
242	606	368
410	83	930
161	70	187
252	676	358
158	165	318
884	873	436
486	749	403
270	980	798
569	239	919
202	280	657
914	706	979
57	364	760
455	494	460
202	201	723
812	753	374
931	888	970
485	556	21
47	918	12
650	590	41
306	299	601
28	978	168
981	105	308
323	490	550
300	211	599
364	737	53
79	266	932
949	701	11
327	877	311
564	257	423
506	777	394
637	214	581
358	989	40
179	383	651
696	679	766
168	961	11
121	696	450
302	872	409
173	178	851
983	496	672
370	457	943
565	652	427
607	989	775
346	195	335
111	89	850
673	888	223
510	606	942
696	714	363
233	968	465
159	343	828
658	483	572
799	888	170
430	249	356
827	931	43
211	813	310
145	183	32
581	239	219
513	51	68
434	92	215
227	828	971
596	393	499
894	522	234
808	337	540
633	289	508
810	981	248
623	525	772
827	956	129
808	760	659
839	237	515
352	962	626
540	764	953
679	661	504
140	845	532
831	860	564
848	496	179
972	650	573
456	578	810
635	5	301
963	874	178
700	32	907
635	67	920
481	312	700
717	979	780
248	179	901
857	276	418
361	656	166
499	799	102
960	832	85
668	755	917
407	873	535
505	321	885
310	707	686
737	840	126
22	711	881
795	897	112
691	18	503
123	924	202
626	59	482
496	989	480
446	783	463
808	827	820
325	968	237
596	341	634
912	141	611
191	187	206
74	296	271
942	302	764
474	654	945
289	684	486
453	574	183
64	167	264
788	804	48
506	310	565
570	772	226
586	211	373
846	744	58
116	637	385
846	890	798
754	355	385
311	621	438
17	11	969
344	287	715
517	907	437
697	338	316
857	331	412
601	791	343
937	93	83
408	500	423
757	665	65
791	347	630
513	526	907
242	428	995
4	723	98
362	97	297
239	841	683
701	448	748
804	522	100
341	600	884
864	305	565
646	610	1000
556	843	460
826	591	852
854	511	246
951	805	749
61	61	704
328	375	103
508	216	11
56	780	399
952	116	123
427	621	823
763	848	394
967	745	749
841	999	423
18	947	546
480	65	27
757	522	234
117	266	769
911	193	666
559	291	438
781	302	655
294	416	672
532	100	860
441	386	167
473	468	97
36	711	473
806	969	28
488	465	883
3	776	496
886	983	697
859	159	964
435	458	407
766	813	264
360	902	282
497	352	576
747	209	859
954	958	198
993	322	335
828	590	86
242	252	468
196	897	881
841	528	963
264	622	356
175	375	126
652	75	263
981	524	987
791	174	391
113	641	260
310	656	196
462	851	740
557	11	185
979	581	47
180	225	966
867	983	12
386	919	509
745	598	801
524	723	880
983	648	625
969	918	898
121	332	989
602	261	627
874	273	156
945	44	332
576	467	667
926	25	85
978	822	57
724	876	656
735	2	572
30	382	409
986	340	148
952	122	622
254	518	89
440	911	414
588	618	807
262	487	35
56	481	426
218	731	787
353	541	677
66	740	784
86	5	84
674	593	495
947	627	874
953	172	814
487	81	963
8	171	656
687	225	379
528	392	544
822	647	993
308	461	731
453	978	853
883	743	812
264	14	155
625	259	862
803	378	250
875	10	829
916	563	958
435	461	967
36	348	314
396	71	397
741	869	496
970	436	759
904	695	46
905	96	605
852	419	811
198	131	335
29	248	832
180	32	732
783	410	821
114	618	780
531	473	502
876	700	18
649	826	989
62	16	679
605	24	124
344	751	322
665	64	107
541	182	188
799	699	817
406	162	696
775	508	348
670	778	861
277	590	761
61	250	762
542	248	135
294	792	824
745	91	971
569	954	5
32	265	860
558	928	360
290	871	982
924	712	104
964	10	157
404	557	512
781	178	9
356	113	585
537	860	645
675	492	898
830	288	705
936	248	89
107	274	328
512	328	452
480	550	164
253	570	926
456	177	455
698	722	24
724	110	164
588	858	751
625	548	839
825	66	116
423	380	174
594	767	726
685	302	880
79	336	626
983	971	541
613	968	746
124	546	123
788	940	888
302	611	195
999	386	248
44	621	370
980	279	396
593	154	390
440	760	542
768	754	803
95	877	693
936	445	866
902	771	923
474	289	971
692	922	735
54	766	193
455	849	970
820	8	223
835	814	688
590	270	497
758	647	538
634	631	474
250	80	963
479	425	770
508	493	83
171	320	665
176	82	751
785	242	989
802	22	547
64	455	764
844	291	293
439	100	342
810	559	917
748	727	123
692	999	367
866	453	304
230	714	825
299	821	341
848	935	316
275	361	789
535	553	295
753	634	22
686	534	444
634	517	323
308	790	177
273	863	489
247	829	432
207	621	870
674	1	703
598	803	744
226	687	563
695	851	581
149	619	14
859	278	960
133	335	14
75	536	889
848	576	558
462	600	945
140	660	556
417	83	455
271	564	139
45	224	401
992	165	723
799	657	555
587	608	525
37	168	928
595	590	42
707	676	760
499	105	905
165	352	858
463	748	243
76	428	247
947	902	248
578	49	152
915	330	295
569	172	186
311	184	684
324	59	925
68	631	345
652	485	804
524	19	661
670	360	80
514	29	219
574	151	329
871	294	74
770	745	744
3	204	438
417	973	796
855	644	986
203	742	826
16	363	276
892	884	901
385	173	521
388	129	331
473	364	858
818	919	550
475	529	753
653	69	255
17	332	854
532	343	982
162	932	555
570	902	372
324	662	418
860	664	442
97	517	572
891	62	805
652	46	647
227	686	236
340	146	40
522	135	659
209	407	993
267	166	572
768	656	114
499	233	179
672	681	801
691	660	393
112	622	345
460	411	503
355	215	596
114	543	503
3	43	742
55	399	185
68	553	898
983	806	188
399	384	159
847	524	978
998	490	49
112	977	574
571	308	406
3	507	542
844	356	175
19	545	423
109	456	761
425	229	589
882	553	345
127	351	533
493	117	23
247	682	317
341	455	963
436	550	761
525	489	181
390	323	696
60	748	989
412	165	308
141	302	761
29	581	528
625	27	118
458	675	28
833	439	833
195	552	179
642	238	576
369	591	495
655	548	197
916	431	927
881	686	688
631	38	577
806	81	795
828	535	121
980	860	872
779	394	5
758	19	112
883	21	501
450	733	634
346	121	250
218	327	524
468	294	869
367	311	347
903	697	139
465	827	920
811	552	531
212	488	392
452	597	534
504	382	800
505	607	911
579	732	346
382	702	603
96	427	262
762	987	439
898	397	172
520	632	493
700	738	248
723	772	142
421	363	84
274	289	5
426	725	282
662	172	327
566	998	648
919	830	880
703	983	369
455	807	218
786	876	40
144	369	516
507	143	64
53	91	44
735	862	190
742	15	825
459	925	325
651	464	882
375	79	692
790	315	641
641	555	781
924	826	20
207	599	60
401	380	825
419	103	259
655	130	745
85	391	496
513	256	972
950	327	575
425	619	117
50	190	670
901	303	820
806	441	314
921	199	523
260	319	225
723	838	974
977	701	791
789	180	735
272	695	756
202	954	96
981	837	342
642	510	196
142	703	183
776	720	193
220	885	401
975	880	391
405	626	408
25	720	236
4	321	593
682	522	637
955	407	880
416	166	58
912	818	673
179	147	56
145	889	48
105	916	57
744	392	538
594	153	159
66	678	93
652	948	297
230	394	639
618	831	383
345	31	304
891	134	951
583	779	787
143	651	77
528	874	355
504	612	463
987	413	297
727	967	500
868	980	442
40	417	433
583	357	253
689	362	752
91	216	469
478	258	467
886	556	217
156	928	459
416	715	229
386	436	286
380	909	885
156	880	329
39	663	939
500	117	354
384	254	378
602	632	212
51	625	463
61	910	913
496	77	72
476	276	892
897	276	386
457	530	808
432	564	350
954	158	707
931	550	630
954	423	414
524	68	823
684	110	374
970	988	779
889	32	428
722	954	42
788	939	703
312	150	722
550	344	334
470	998	334
476	613	142
481	284	774
600	293	874
269	666	920
200	555	133
146	276	547
915	528	999
176	322	280
44	764	707
931	411	897
683	69	981
648	213	401
710	795	486
80	495	782
336	109	60
404	641	991
938	629	692
748	355	394
783	1000	591
680	55	224
319	61	181
797	860	784
815	284	258
622	316	661
761	928	47
222	886	372
622	721	631
329	209	684
11	734	224
376	909	288
579	543	946
557	447	507
326	76	926
37	178	260
125	325	652
131	641	526
548	157	909
243	850	190
960	291	103
91	103	732
947	978	155
334	303	265
704	867	354
425	141	211
416	451	699
753	222	18
45	969	240
746	383	782
247	712	884
323	634	811
800	992	452
480	405	672
563	316	688
505	955	596
442	239	906
173	809	723
756	248	301
295	876	423
818	611	313
104	101	994
91	408	551
171	431	801
556	898	129
833	133	322
726	549	769
29	57	668
64	906	637
969	985	228
929	942	616
668	225	956
852	489	421
606	330	409
121	924	265
40	191	687
625	905	904
356	228	497
733	606	556
875	538	476
596	98	347
808	612	896
286	520	558
620	906	915
865	896	289
552	392	796
228	990	210
359	116	818
54	12	831
668	533	8
439	274	377
369	14	626
929	593	172
674	855	721
671	412	773
132	644	186
9	711	53
158	784	304
265	579	682
110	601	876
159	119	470
600	299	871
834	917	420
333	310	223
455	366	628
753	370	417
227	917	999
149	380	920
749	718	802
357	413	786
232	50	636
385	852	108
1000	527	709
521	992	793
419	678	410
145	730	737
186	701	114
278	872	857
700	59	570
150	636	373
807	203	288
216	613	931
799	112	810
769	528	763
616	888	940
404	846	330
463	299	624
120	943	192
630	101	812
772	897	739
347	837	805
795	256	208
476	672	675
364	162	503
588	851	261
40	942	808
171	522	732
654	54	708
566	488	305
158	344	788
281	920	40
721	261	11
579	738	311
760	349	719
306	995	236
9	580	748
271	367	251
383	867	91
892	91	552
346	85	366
958	139	878
223	494	398
975	179	194
574	991	77
726	523	748
132	330	8
349	453	633
716	783	213
699	205	794
598	287	44
906	340	317
217	630	29
71	288	269
96	344	532
543	801	411
203	65	717
984	639	222
248	294	732
59	454	875
952	503	358
850	357	625
952	702	532
45	792	659
766	540	827
146	534	958
811	421	471
79	717	212
303	793	452
902	839	34
881	184	264
665	553	76
633	662	86
797	291	956
568	168	228
969	434	509
554	883	144
54	45	684
594	665	357
700	398	762
632	715	424
677	427	210
106	470	752
355	826	645
938	419	789
288	837	616
672	554	7
166	392	432
410	403	412
990	931	167
130	102	68
449	678	599
676	174	515
962	55	887
175	681	509
100	152	640
163	175	271
239	262	278
743	289	789
754	839	792
283	173	909
737	997	133
474	827	782
614	352	472
493	679	557
184	623	285
398	455	6
944	378	22
157	112	108
664	458	191
875	51	240
525	31	431
627	214	323
404	439	882
142	985	599
181	392	296
733	524	754
804	415	432
752	326	881
192	317	822
482	321	713
825	433	536
452	669	108
150	900	736
488	136	491
37	182	833
780	644	228
428	952	4
572	603	824
318	757	932
20	653	97
964	238	508
337	304	95
556	479	102
783	12	874
997	602	183
213	592	412
772	788	695
226	436	996
594	564	843
367	165	699
108	984	154
266	769	682
32	66	214
321	279	763
599	417	87
533	730	974
54	597	923
947	186	679
954	453	916
997	303	781
24	215	136
704	800	365
960	557	642
102	645	112
161	866	239
696	281	145
866	292	357
498	10	251
599	726	799
158	626	351
301	542	188
864	452	126
340	775	842
859	359	14
513	133	825
203	303	293
980	175	10
11	468	978
561	712	349
151	603	462
379	542	459
42	369	506
784	694	406
948	397	647
282	940	148
331	448	274
675	689	644
764	610	683
583	309	200
224	398	85
978	444	920
66	600	704
491	374	725
857	397	200
650	933	252
796	806	160
387	977	168
534	648	879
982	738	777
457	79	353
406	277	820
468	131	341
625	589	892
640	26	674
393	506	833
645	871	861
592	999	252
137	642	271
833	342	865
573	473	278
108	734	960
391	888	273
542	14	608
689	300	464
116	128	637
865	711	917
567	882	699
787	35	963
310	630	748
199	843	960
8	597	304
167	775	53
968	312	94
194	496	371
374	278	497
774	574	679
14	190	441
93	27	557
815	151	441
165	917	458
583	380	290
275	752	183
199	195	204
127	880	654
392	663	647
254	947	815
771	149	194
173	491	844
84	91	57
859	547	924
547	322	492
549	307	16
376	875	461
278	610	315
916	976	355
676	109	539
2	566	143
521	105	254
143	96	277
770	491	771
941	935	586
380	612	672
315	657	372
939	828	159
544	97	597
556	807	836
262	635	728
71	139	47
248	140	563
295	173	428
833	997	550
671	438	581
527	757	483
888	186	65
709	353	409
999	155	29
336	390	817
522	470	752
692	897	407
929	443	345
616	720	309
369	888	102
844	444	250
827	8	825
242	198	985
820	141	789
45	970	331
801	868	625
891	28	37
449	710	975
638	657	626
592	572	122
718	353	898
789	611	192
54	594	860
802	583	243
140	503	181
57	308	36
715	778	634
938	330	662
709	592	617
392	650	233
936	266	142
948	611	629
124	595	809
284	826	249
490	182	115
427	538	336
106	790	1000
379	884	677
48	469	610
372	139	299
643	756	194
665	981	141
87	257	827
401	671	963
698	848	186
808	409	729
415	85	226
88	191	591
829	554	204
401	820	512
344	249	999
573	874	37
485	36	805
607	937	199
289	501	324
496	673	196
700	262	563
17	589	508
635	811	941
45	308	402
910	483	652
131	307	613
81	814	676
148	624	522
344	115	890
956	235	590
455	662	406
761	864	424
816	175	791
285	179	361
409	122	723
853	782	854
411	107	903
192	942	434
579	571	652
259	163	728
558	234	385
1000	432	749
494	773	443
958	231	182
852	542	580
372	785	903
248	158	961
55	504	902
966	21	720
145	530	228
722	190	483
471	868	860
518	353	292
760	99	559
621	107	436
618	95	600
561	494	372
690	109	382
720	765	680
825	837	50
291	5	213
381	335	271
412	324	842
28	65	445
257	28	952
450	867	221
31	944	896
422	960	617
182	814	449
305	389	689
531	758	717
985	474	52
742	877	66
731	868	428
881	960	11
560	959	770
485	751	545
869	818	206
57	792	613
259	878	950
257	439	623
797	721	824
239	978	115
709	72	824
980	833	348
119	484	337
107	221	574
251	344	392
247	83	461
11	317	867
856	451	885
592	222	935
620	168	315
379	695	705
191	279	611
846	37	741
798	755	594
266	434	800
660	755	96
382	476	709
838	399	122
203	544	19
741	450	906
746	538	573
710	995	32
81	555	57
870	17	167
311	356	341
510	606	148
742	208	52
515	557	966
29	143	325
777	505	769
268	998	502
160	320	208
987	3	7
648	833	905
788	307	713
633	851	733
723	459	289
664	31	10
19	357	25
920	824	702
341	434	13
972	818	400
53	798	874
865	444	336
632	390	86
300	148	960
692	620	623
179	496	102
158	543	633
32	722	686
493	351	816
540	596	834
639	580	7
910	4	261
923	539	714
243	170	558
446	758	652
526	570	698
521	994	412
492	835	320
45	406	221
982	536	731
186	480	667
332	543	739
804	388	852
275	882	165
255	460	773
423	902	525
237	706	172
277	614	783
186	415	835
224	294	930
240	710	499
795	990	680
606	750	167
616	606	578
894	469	85
414	893	623
291	51	292
597	813	913
441	340	33
262	593	564
867	417	254
223	378	591
405	957	212
116	984	253
707	28	10
286	740	559
54	818	422
261	136	519
97	172	985
947	940	720
846	288	356
868	957	112
856	490	762
1	701	472
498	759	796
914	681	124
205	762	238
885	872	894
624	439	756
835	258	102
878	970	427
954	821	442
110	14	414
392	203	232
222	55	740
619	645	483
741	943	124
389	759	363
802	24	74
92	281	802
392	235	929
661	944	719
83	38	878
380	612	721
50	90	698
221	990	49
411	646	100
253	81	497
916	861	690
837	344	893
960	492	201
457	14	265
250	659	195
978	849	487
853	613	176
272	32	734
152	300	288
554	113	481
849	82	361
551	298	881
489	527	615
567	235	358
219	419	997
521	287	795
368	463	644
746	243	707
605	225	512
966	222	742
102	188	81
324	924	494
472	810	124
950	118	867
847	61	27
608	822	222
357	734	996
365	643	274
925	820	397
568	487	987
134	459	390
35	39	786
522	867	978
982	209	346
277	224	640
440	674	89
594	583	927
172	245	707
537	196	320
614	122	955
846	433	503
24	721	105
514	840	76
334	549	17
376	884	782
274	889	401
731	149	380
485	784	919
804	926	483
96	865	163
768	122	920
53	422	947
480	252	158
780	993	832
259	534	616
782	345	258
410	759	28
506	793	965
909	622	118
263	336	366
498	733	392
919	121	682
125	506	851
142	228	58
117	229	834
188	39	186
618	385	518
169	943	384
645	179	699
371	571	805
517	860	149
250	103	767
446	529	638
307	850	805
602	751	879
772	538	420
319	650	679
897	629	372
179	598	246
166	578	526
449	8	190
814	586	487
178	638	246
219	962	311
473	363	137
976	609	378
328	897	824
138	164	663
978	635	844
679	583	87
695	37	130
451	249	635
157	466	989
730	696	232
844	401	511
722	902	258
815	33	719
804	594	6
27	865	935
693	516	866
801	639	711
137	568	978
357	755	715
795	52	513
758	953	677
583	285	717
825	465	379
632	512	220
779	711	767
